Datetime,Temperature,Humidity,Zephyr,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption
2/20/2017 12:00,14.15,68.78,0.072,176.1,179.1,36604.0678
2/20/2017 12:20,13.57,75.5,0.071,87.4,86.6,37909.83051
2/20/2017 12:40,12.7,81.3,0.074,127.7,124.2,38605.42373
2/20/2017 13:00,12.14,83.2,0.077,206.2,201.8,37781.69492
2/20/2017 13:20,12.76,83.8,0.07,150.7,147.0,38166.10169
2/20/2017 13:40,12.7,82.1,0.073,142.2,141.8,37751.18644
2/20/2017 14:00,12.8,83.9,0.07,318.9,319.2,36884.74576
2/20/2017 14:20,13.37,85.5,0.073,455.9,448.2,36573.55932
2/20/2017 14:40,13.51,84.9,0.074,310.3,310.7,36280.67797
2/20/2017 15:00,13.64,80.9,0.075,330.6,333.7,36006.10169
2/20/2017 15:20,14.08,76.2,0.074,256.0,256.6,36091.52542
2/20/2017 15:40,14.2,75.0,0.075,552.9,574.4,36256.27119
2/20/2017 16:00,14.12,72.1,0.074,255.0,256.7,36256.27119
2/20/2017 16:20,14.44,72.2,0.075,388.9,400.6,37110.50847
2/20/2017 16:40,14.06,71.4,0.073,305.2,313.7,36384.40678
2/20/2017 17:00,14.38,69.86,0.075,331.9,356.9,37440.0
2/20/2017 17:20,14.35,70.6,0.076,254.6,287.1,38593.22034
2/20/2017 17:40,14.37,69.69,0.074,201.7,228.9,39087.45763
2/20/2017 18:00,14.43,68.69,0.071,153.6,176.0,40844.74576
2/20/2017 18:20,14.0,69.36,0.073,42.88,47.22,44157.9661
2/20/2017 18:40,13.85,70.2,0.077,29.21,32.67,44749.83051
2/20/2017 19:00,13.45,72.3,0.077,4.048,4.12,44334.91525
2/20/2017 19:20,12.9,74.3,0.08,0.231,0.367,44200.67797
2/20/2017 19:40,12.46,76.7,0.078,0.059,0.13,43303.72881
2/20/2017 20:00,11.62,79.4,0.075,0.048,0.145,43389.15254
2/20/2017 20:20,10.99,80.8,0.077,0.091,0.126,44121.35593
2/20/2017 20:40,10.67,82.1,0.072,0.048,0.111,43566.10169
2/20/2017 21:00,10.39,83.2,0.076,0.04,0.148,42748.47458
2/20/2017 21:20,10.24,83.9,0.071,0.066,0.122,41943.05085
2/20/2017 21:40,10.08,84.2,0.086,0.073,0.134,40570.16949
2/20/2017 22:00,9.75,84.8,0.084,0.055,0.115,38501.69492
2/20/2017 22:20,9.75,86.2,0.087,0.059,0.104,36951.86441
2/20/2017 22:40,9.81,85.8,0.082,0.055,0.126,35249.49153
2/20/2017 23:00,9.3,86.3,0.086,0.07,0.104,33357.9661
2/20/2017 23:20,9.13,86.8,0.086,0.051,0.122,31350.50847
2/20/2017 23:40,9.26,86.8,0.083,0.073,0.089,29733.55932
2/21/2017 0:00,8.99,87.1,0.084,0.048,0.137,28128.81356
2/21/2017 0:20,8.84,87.6,0.083,0.059,0.096,26914.57627
2/21/2017 0:40,8.58,87.8,0.084,0.073,0.141,26005.42373
2/21/2017 1:00,8.37,88.0,0.083,0.07,0.134,24876.61017
2/21/2017 1:20,8.42,88.2,0.085,0.073,0.119,23943.05085
2/21/2017 1:40,8.33,87.8,0.081,0.022,0.119,23070.50847
2/21/2017 2:00,8.25,87.8,0.082,0.051,0.122,22533.55932
2/21/2017 2:20,8.07,88.4,0.087,0.091,0.108,22100.33898
2/21/2017 2:40,7.66,88.6,0.085,0.026,0.148,21758.64407
2/21/2017 3:00,7.63,88.8,0.086,0.055,0.163,21685.42373
2/21/2017 3:20,7.5,88.8,0.083,0.044,0.108,21264.40678
2/21/2017 3:40,7.39,89.1,0.083,0.044,0.096,21270.50847
2/21/2017 4:00,7.47,89.2,0.085,0.062,0.137,21606.10169
2/21/2017 4:20,7.31,88.9,0.086,0.033,0.122,21416.94915
2/21/2017 4:40,7.13,89.2,0.084,0.048,0.115,21240.0
2/21/2017 5:00,6.982,89.3,0.084,0.051,0.122,21850.16949
2/21/2017 5:20,7.01,89.3,0.085,0.059,0.156,21746.44068
2/21/2017 5:40,7.03,89.3,0.084,0.055,0.13,23369.49153
2/21/2017 6:00,7.62,88.7,0.089,0.048,0.111,23009.49153
2/21/2017 6:20,7.58,86.9,0.086,0.059,0.078,22917.9661
2/21/2017 6:40,7.52,86.9,0.089,0.081,0.1,22112.54237
2/21/2017 7:00,7.84,85.5,0.09,0.033,0.145,22185.76271
2/21/2017 7:20,8.58,81.8,0.085,0.07,0.111,23180.33898
2/21/2017 7:40,9.25,77.7,0.086,0.304,0.367,23253.55932
2/21/2017 8:00,10.32,72.4,0.085,10.79,10.33,23912.54237
2/21/2017 8:20,10.69,70.2,0.086,13.08,13.24,24778.98305
2/21/2017 8:40,10.91,70.5,0.085,59.24,58.49,25700.33898
2/21/2017 9:00,10.88,72.9,0.087,36.83,35.8,26932.88136
2/21/2017 9:20,12.6,66.41,0.085,82.5,82.1,28098.30508
2/21/2017 9:40,12.13,71.0,0.085,74.5,72.2,29568.81356
2/21/2017 10:00,13.45,62.67,0.083,93.9,92.1,30355.9322
2/21/2017 10:20,13.45,62.0,0.081,128.0,125.7,32216.94915
2/21/2017 10:40,13.64,61.07,0.084,150.9,145.2,33016.27119
2/21/2017 11:00,13.09,65.31,0.086,227.5,222.9,34273.22034
2/21/2017 11:20,13.55,63.71,0.085,464.4,459.6,34926.10169
2/21/2017 11:40,13.55,61.77,0.083,231.5,227.9,36152.54237
2/21/2017 12:00,14.16,59.37,0.084,509.8,509.4,36457.62712
2/21/2017 12:20,15.18,55.46,0.086,754.0,792.0,36896.94915
2/21/2017 12:40,15.53,53.56,0.085,716.0,765.0,37958.64407
2/21/2017 13:00,15.92,55.29,0.083,810.0,851.0,37885.42373
2/21/2017 13:20,15.92,53.16,0.079,845.0,897.0,38288.13559
2/21/2017 13:40,16.1,53.92,0.083,690.8,708.0,37970.84746
2/21/2017 14:00,15.76,53.79,0.081,862.0,903.0,37696.27119
2/21/2017 14:20,15.69,52.15,0.079,661.8,691.1,37183.72881
2/21/2017 14:40,15.3,53.99,0.083,772.0,821.0,36835.9322
2/21/2017 15:00,15.61,53.39,0.08,674.0,737.0,36665.08475
2/21/2017 15:20,15.59,53.32,0.081,641.8,700.0,36402.71186
2/21/2017 15:40,15.95,52.52,0.077,551.7,605.6,35725.42373
2/21/2017 16:00,16.13,54.32,0.08,404.6,437.6,35084.74576
2/21/2017 16:20,15.84,55.09,0.08,305.4,330.7,35212.88136
2/21/2017 16:40,15.9,56.19,0.084,399.5,449.5,35395.9322
2/21/2017 17:00,15.9,57.59,0.077,146.0,156.7,35640.0
2/21/2017 17:20,15.4,58.8,0.083,87.7,90.1,36750.50847
2/21/2017 17:40,15.27,60.1,0.081,115.2,129.1,38343.05085
2/21/2017 18:00,15.4,60.0,0.076,85.9,98.2,40869.15254
2/21/2017 18:20,15.11,61.1,0.082,35.63,38.81,41943.05085
2/21/2017 18:40,15.03,61.83,0.08,25.2,28.44,44035.9322
2/21/2017 19:00,14.89,62.43,0.081,4.981,4.947,44298.30508
2/21/2017 19:20,15.1,61.23,0.082,0.414,0.427,44096.94915
2/21/2017 19:40,14.94,62.52,0.082,0.073,0.122,43572.20339
2/21/2017 20:00,14.49,64.59,0.082,0.033,0.145,43560.0
2/21/2017 20:20,14.83,63.69,0.08,0.044,0.122,43987.11864
2/21/2017 20:40,14.11,66.59,0.081,0.059,0.119,43450.16949
2/21/2017 21:00,14.08,67.73,0.083,0.051,0.13,42480.0
2/21/2017 21:20,14.64,65.06,0.081,0.044,0.13,41564.74576
2/21/2017 21:40,14.43,65.22,0.081,0.033,0.156,40795.9322
2/21/2017 22:00,14.57,63.69,0.082,0.037,0.163,39215.59322
2/21/2017 22:20,13.82,66.62,0.085,0.048,0.156,37665.76271
2/21/2017 22:40,13.5,67.99,0.087,0.059,0.152,36341.69492
2/21/2017 23:00,13.64,66.06,0.085,0.04,0.126,34267.11864
2/21/2017 23:20,13.47,67.06,0.082,0.062,0.122,32326.77966
2/21/2017 23:40,13.79,66.66,0.081,0.055,0.082,31222.37288
2/22/2017 0:00,14.43,62.22,0.081,0.066,0.163,29300.33898
2/22/2017 0:20,14.65,62.12,0.079,0.077,0.126,27579.66102
2/22/2017 0:40,14.99,61.28,0.08,0.051,0.189,25883.38983
2/22/2017 1:00,15.19,61.52,0.077,0.062,0.111,25200.0
2/22/2017 1:20,15.15,62.65,0.082,0.051,0.185,25517.28814
2/22/2017 1:40,14.95,64.93,0.081,0.04,0.167,21191.18644
2/22/2017 2:00,14.34,67.8,0.081,0.033,0.197,23735.59322
2/22/2017 2:20,13.97,70.1,0.081,0.059,0.122,24077.28814
2/22/2017 2:40,13.64,72.1,0.084,0.07,0.145,23723.38983
2/22/2017 3:00,13.67,71.6,0.082,0.051,0.178,23589.15254
2/22/2017 3:20,13.29,72.5,0.083,0.055,0.204,23241.35593
2/22/2017 3:40,12.92,73.3,0.082,0.059,0.145,22814.23729
2/22/2017 4:00,12.87,73.0,0.084,0.066,0.204,22905.76271
2/22/2017 4:20,12.72,72.4,0.084,0.04,0.182,23290.16949
2/22/2017 4:40,13.15,70.2,0.082,0.059,0.156,23375.59322
2/22/2017 5:00,13.46,67.03,0.085,0.062,0.141,23808.81356
2/22/2017 5:20,13.27,68.03,0.085,0.037,0.141,24284.74576
2/22/2017 5:40,13.86,64.69,0.082,0.091,0.163,25596.61017
2/22/2017 6:00,14.04,62.57,0.082,0.066,0.174,25181.69492
2/22/2017 6:20,13.9,63.36,0.081,0.026,0.115,25065.76271
2/22/2017 6:40,13.8,64.03,0.083,0.084,0.115,24278.64407
2/22/2017 7:00,13.12,67.91,0.082,0.07,0.141,24272.54237
2/22/2017 7:20,13.41,66.54,0.082,0.051,0.152,25669.83051
2/22/2017 7:40,13.23,67.71,0.081,0.322,0.464,26341.01695
2/22/2017 8:00,13.4,67.44,0.091,5.783,5.689,26487.45763
2/22/2017 8:20,13.95,64.77,0.081,62.26,62.94,27744.40678
2/22/2017 8:40,14.06,64.57,0.083,132.4,134.9,29501.69492
2/22/2017 9:00,14.22,64.94,0.08,186.7,190.8,29269.83051
2/22/2017 9:20,14.43,63.27,0.081,240.3,247.6,30081.35593
2/22/2017 9:40,14.69,62.3,0.084,304.4,316.1,31057.62712
2/22/2017 10:00,15.02,60.53,0.083,371.1,386.8,30063.05085
2/22/2017 10:20,15.19,60.13,0.082,465.3,485.8,31850.84746
2/22/2017 10:40,15.59,58.76,0.08,551.8,579.1,32753.89831
2/22/2017 11:00,15.83,56.96,0.082,512.1,539.4,33717.9661
2/22/2017 11:20,16.03,55.29,0.082,554.7,587.4,33955.9322
2/22/2017 11:40,16.43,54.36,0.083,592.7,630.2,34016.94915
2/22/2017 12:00,16.51,53.19,0.079,634.3,673.0,34688.13559
2/22/2017 12:20,16.67,52.48,0.083,664.3,706.0,35621.69492
2/22/2017 12:40,16.6,51.55,0.082,684.7,730.0,36164.74576
2/22/2017 13:00,16.91,52.01,0.083,740.0,789.0,35548.47458
2/22/2017 13:20,16.87,51.31,0.081,694.1,741.0,35273.89831
2/22/2017 13:40,17.48,51.01,0.083,685.4,737.0,34974.91525
2/22/2017 14:00,17.43,48.44,0.086,668.7,723.0,34767.45763
2/22/2017 14:20,17.66,47.84,0.084,648.2,705.0,34724.74576
2/22/2017 14:40,17.74,46.6,0.082,622.6,677.1,34767.45763
2/22/2017 15:00,17.43,46.6,0.081,594.9,650.4,34682.0339
2/22/2017 15:20,17.39,46.4,0.085,540.4,590.8,34383.05085
2/22/2017 15:40,17.75,48.5,0.082,511.9,564.0,33528.81356
2/22/2017 16:00,17.76,46.2,0.083,472.5,523.9,33559.32203
2/22/2017 16:20,17.88,44.83,0.082,434.4,485.5,35157.9661
2/22/2017 16:40,18.09,44.99,0.082,386.1,433.3,34541.69492
2/22/2017 17:00,17.67,45.69,0.084,320.9,362.3,33107.79661
2/22/2017 17:20,17.53,47.63,0.082,255.4,291.9,33571.52542
2/22/2017 17:40,17.15,49.3,0.084,191.1,220.9,34541.69492
2/22/2017 18:00,16.49,57.44,0.084,121.1,140.1,36378.30508
2/22/2017 18:20,15.5,61.05,0.081,64.76,74.3,41155.9322
2/22/2017 18:40,14.92,62.52,0.083,27.64,30.28,42388.47458
2/22/2017 19:00,14.46,63.55,0.086,6.145,6.19,42364.0678
2/22/2017 19:20,14.04,65.19,0.087,1.105,1.283,42321.35593
2/22/2017 19:40,13.59,67.09,0.079,0.062,0.104,41717.28814
2/22/2017 20:00,13.49,66.86,0.081,0.066,0.108,41430.50847
2/22/2017 20:20,13.21,67.62,0.083,0.055,0.122,42559.32203
2/22/2017 20:40,13.03,67.59,0.079,0.062,0.104,42138.30508
2/22/2017 21:00,12.89,67.96,0.083,0.059,0.089,41345.08475
2/22/2017 21:20,12.97,66.66,0.084,0.037,0.093,40680.0
2/22/2017 21:40,13.03,66.05,0.083,0.055,0.063,39703.72881
2/22/2017 22:00,12.98,65.55,0.084,0.051,0.126,38452.88136
2/22/2017 22:20,12.99,65.52,0.087,0.051,0.126,37165.42373
2/22/2017 22:40,12.49,67.62,0.084,0.037,0.126,35548.47458
2/22/2017 23:00,12.57,66.76,0.085,0.051,0.145,33943.72881
2/22/2017 23:20,12.78,65.35,0.083,0.059,0.108,32082.71186
2/22/2017 23:40,13.44,60.81,0.086,0.051,0.141,31557.9661
2/23/2017 0:00,13.53,61.78,0.086,0.062,0.115,30185.08475
2/23/2017 0:20,14.51,50.87,0.081,0.037,0.108,28775.59322
2/23/2017 0:40,14.32,52.8,0.086,0.059,0.119,27543.05085
2/23/2017 1:00,13.49,59.68,0.086,0.04,0.13,26292.20339
2/23/2017 1:20,13.79,57.68,0.086,0.037,0.119,25584.40678
2/23/2017 1:40,13.19,60.65,0.087,0.048,0.115,24559.32203
2/23/2017 2:00,12.99,60.98,0.085,0.04,0.104,23522.0339
2/23/2017 2:20,13.55,59.88,0.084,0.059,0.089,23125.42373
2/23/2017 2:40,12.97,60.25,0.085,0.059,0.108,23070.50847
2/23/2017 3:00,13.85,53.97,0.084,0.062,0.096,22924.0678
2/23/2017 3:20,13.04,59.95,0.085,0.059,0.111,22539.66102
2/23/2017 3:40,12.55,60.98,0.084,0.051,0.141,22484.74576
2/23/2017 4:00,13.06,61.42,0.08,0.026,0.104,21142.37288
2/23/2017 4:20,14.21,55.11,0.085,0.084,0.141,22301.69492
2/23/2017 4:40,13.38,58.64,0.083,0.051,0.134,22106.44068
2/23/2017 5:00,12.47,62.25,0.081,0.059,0.148,22557.9661
2/23/2017 5:20,14.15,59.55,0.083,0.07,0.093,23113.22034
2/23/2017 5:40,14.39,56.41,0.081,0.051,0.115,24516.61017
2/23/2017 6:00,14.6,55.71,0.083,0.044,0.163,24095.59322
2/23/2017 6:20,14.63,56.07,0.082,0.062,0.074,23741.69492
2/23/2017 6:40,14.6,57.18,0.081,0.044,0.13,22789.83051
2/23/2017 7:00,14.96,57.21,0.079,0.073,0.13,22655.59322
2/23/2017 7:20,14.99,57.31,0.079,0.07,0.141,23631.86441
2/23/2017 7:40,15.0,58.04,0.082,0.82,0.801,24010.16949
2/23/2017 8:00,15.24,57.58,0.08,9.6,9.21,24516.61017
2/23/2017 8:20,15.28,57.88,0.079,74.9,75.7,26841.35593
2/23/2017 8:40,15.5,57.71,0.08,129.0,130.4,27616.27119
2/23/2017 9:00,15.5,57.51,0.076,91.0,90.6,29031.86441
2/23/2017 9:20,15.56,57.65,0.079,113.9,113.2,30642.71186
2/23/2017 9:40,15.6,58.01,0.081,156.6,154.1,31246.77966
2/23/2017 10:00,15.97,57.11,0.082,280.8,280.3,32033.89831
2/23/2017 10:20,16.45,56.31,0.082,514.6,526.1,34145.08475
2/23/2017 10:40,16.71,56.34,0.084,588.0,604.9,35402.0339
2/23/2017 11:00,16.7,56.34,0.083,637.2,663.6,36213.55932
2/23/2017 11:20,17.16,55.37,0.082,737.0,770.0,36994.57627
2/23/2017 11:40,17.33,55.17,0.082,769.0,812.0,36231.86441
2/23/2017 12:00,17.39,54.71,0.083,700.0,748.0,38031.86441
2/23/2017 12:20,17.5,53.24,0.082,694.4,745.0,38849.49153
2/23/2017 12:40,17.75,53.0,0.08,736.0,787.0,38867.79661
2/23/2017 13:00,17.8,53.91,0.079,804.0,856.0,38098.98305
2/23/2017 13:20,18.04,53.3,0.082,767.0,820.0,38306.44068
2/23/2017 13:40,17.96,53.14,0.082,754.0,808.0,36707.79661
2/23/2017 14:00,18.22,53.37,0.079,778.0,839.0,36494.23729
2/23/2017 14:20,18.33,54.07,0.082,733.0,792.0,36555.25424
2/23/2017 14:40,18.06,55.27,0.08,636.9,690.8,36671.18644
2/23/2017 15:00,17.65,58.95,0.083,658.1,712.0,36329.49153
2/23/2017 15:20,17.72,57.08,0.082,604.2,659.6,35176.27119
2/23/2017 15:40,18.05,56.24,4.921,567.3,623.9,34804.0678
2/23/2017 16:00,16.91,65.75,4.921,513.8,567.0,34596.61017
2/23/2017 16:20,16.51,66.96,4.921,417.3,457.4,34254.91525
2/23/2017 16:40,16.2,68.22,4.919,206.2,221.1,34016.94915
2/23/2017 17:00,15.84,70.1,4.92,167.4,178.1,32875.9322
2/23/2017 17:20,15.66,70.7,4.917,76.7,76.5,33351.86441
2/23/2017 17:40,15.55,71.2,4.913,66.48,66.64,34627.11864
2/23/2017 18:00,15.06,70.9,4.918,66.2,70.6,36744.40678
2/23/2017 18:20,14.97,71.6,4.912,54.12,60.53,42376.27119
2/23/2017 18:40,14.77,72.3,4.92,13.99,14.09,44133.55932
2/23/2017 19:00,14.58,72.9,4.918,6.064,6.041,44701.01695
2/23/2017 19:20,14.41,73.6,4.918,0.585,0.667,44871.86441
2/23/2017 19:40,14.27,76.4,4.914,0.022,0.13,44072.54237
2/23/2017 20:00,14.16,76.6,0.079,0.029,0.174,44164.0678
2/23/2017 20:20,14.18,75.3,0.078,0.033,0.108,44835.25424
2/23/2017 20:40,14.25,74.3,0.08,0.048,0.108,44267.79661
2/23/2017 21:00,14.15,75.0,0.083,0.029,0.163,43706.44068
2/23/2017 21:20,14.15,75.2,0.081,0.037,0.133,43102.37288
2/23/2017 21:40,14.35,71.8,0.082,0.048,0.096,42504.40678
2/23/2017 22:00,14.5,68.52,0.079,0.026,0.104,40887.45763
2/23/2017 22:20,14.41,68.83,0.081,0.04,0.126,39758.64407
2/23/2017 22:40,14.78,61.88,0.087,0.022,0.137,38373.55932
2/23/2017 23:00,15.03,58.31,0.082,0.026,0.1,36457.62712
2/23/2017 23:20,15.27,56.28,0.081,0.033,0.133,34529.49153
2/23/2017 23:40,15.35,55.57,0.081,0.026,0.148,32406.10169
2/24/2017 0:00,15.69,54.04,0.079,0.037,0.108,30758.64407
2/24/2017 0:20,16.01,53.1,0.079,0.04,0.133,29050.16949
2/24/2017 0:40,15.84,54.61,0.082,0.044,0.137,27512.54237
2/24/2017 1:00,15.72,56.24,0.083,0.037,0.096,26237.28814
2/24/2017 1:20,15.69,57.58,0.081,0.088,0.1,25498.98305
2/24/2017 1:40,15.66,59.91,0.077,0.059,0.104,24431.18644
2/24/2017 2:00,15.8,61.72,0.079,0.037,0.115,23705.08475
2/24/2017 2:20,15.44,65.22,0.08,0.059,0.082,23558.64407
2/24/2017 2:40,15.17,67.56,0.081,0.044,0.108,23534.23729
2/24/2017 3:00,14.89,69.29,0.081,0.04,0.148,22832.54237
2/24/2017 3:20,14.93,69.96,0.082,0.04,0.148,22576.27119
2/24/2017 3:40,14.78,73.1,0.084,0.04,0.145,22606.77966
2/24/2017 4:00,14.44,76.5,0.082,0.059,0.137,22387.11864
2/24/2017 4:20,14.03,76.7,0.088,0.044,0.182,22277.28814
2/24/2017 4:40,13.61,73.2,0.084,0.059,0.133,22368.81356
2/24/2017 5:00,13.33,71.0,0.086,0.044,0.115,22905.76271
2/24/2017 5:20,13.07,69.56,0.083,0.062,0.13,23546.44068
2/24/2017 5:40,12.53,67.89,0.082,0.04,0.174,24473.89831
2/24/2017 6:00,12.44,65.92,0.084,0.073,0.156,24077.28814
2/24/2017 6:20,12.05,66.19,0.082,0.055,0.108,23741.69492
2/24/2017 6:40,11.83,64.49,0.078,0.059,0.141,22795.9322
2/24/2017 7:00,11.75,64.45,0.082,0.062,0.122,22545.76271
2/24/2017 7:20,11.63,65.35,0.083,0.04,0.13,23595.25424
2/24/2017 7:40,11.45,65.72,0.085,1.043,1.046,23589.15254
2/24/2017 8:00,11.57,65.59,0.083,10.19,9.81,24449.49153
2/24/2017 8:20,10.98,68.89,0.087,66.54,66.98,25694.23729
2/24/2017 8:40,11.61,67.39,0.085,127.2,129.5,25657.62712
2/24/2017 9:00,12.04,63.82,0.086,200.1,202.8,28305.76271
2/24/2017 9:20,12.18,63.42,0.084,261.4,268.2,28738.98305
2/24/2017 9:40,12.23,62.58,0.085,313.5,324.6,29587.11864
2/24/2017 10:00,12.56,60.25,0.08,382.4,399.8,30520.67797
2/24/2017 10:20,12.85,57.24,0.085,442.1,464.8,31881.35593
2/24/2017 10:40,13.09,57.68,0.084,489.3,516.1,32686.77966
2/24/2017 11:00,13.18,56.28,0.085,538.3,570.2,33541.01695
2/24/2017 11:20,13.41,56.44,0.083,581.4,618.1,33858.30508
2/24/2017 11:40,13.87,56.31,0.087,620.2,662.4,31710.50847
2/24/2017 12:00,14.07,50.43,0.086,645.4,691.8,32772.20339
2/24/2017 12:20,14.5,53.0,0.083,666.1,715.0,32991.86441
2/24/2017 12:40,15.1,50.33,0.085,681.7,735.0,32601.35593
2/24/2017 13:00,14.65,45.76,0.084,700.0,759.0,32924.74576
2/24/2017 13:20,14.89,46.63,0.087,703.0,763.0,33382.37288
2/24/2017 13:40,15.13,45.73,0.086,698.6,370.1,34157.28814
2/24/2017 14:00,15.22,46.19,0.082,687.9,44.72,33742.37288
2/24/2017 14:20,15.19,43.39,0.088,673.1,43.17,33412.88136
2/24/2017 14:40,15.39,44.79,0.085,652.7,41.46,33193.22034
2/24/2017 15:00,15.26,42.22,0.086,627.2,39.88,33248.13559
2/24/2017 15:20,15.63,40.52,0.085,587.2,39.07,32912.54237
2/24/2017 15:40,15.87,40.05,0.084,546.2,39.39,32778.30508
2/24/2017 16:00,15.91,39.92,0.084,498.8,51.09,32534.23729
2/24/2017 16:20,15.53,46.9,0.082,444.6,214.9,32436.61017
2/24/2017 16:40,15.34,48.03,0.084,388.5,416.5,32357.28814
2/24/2017 17:00,15.15,48.23,0.081,329.4,370.8,31911.86441
2/24/2017 17:20,15.04,49.9,0.082,263.2,298.6,31551.86441
2/24/2017 17:40,14.46,52.37,0.084,197.8,226.1,32540.33898
2/24/2017 18:00,13.98,53.37,0.085,113.9,130.3,35090.84746
2/24/2017 18:20,13.71,54.44,0.082,92.6,107.4,40655.59322
2/24/2017 18:40,13.43,56.28,0.084,46.72,54.66,43511.18644
2/24/2017 19:00,13.15,55.61,0.081,8.51,8.46,43932.20339
2/24/2017 19:20,12.99,54.97,0.083,0.922,0.986,43602.71186
2/24/2017 19:40,13.07,53.0,0.086,0.106,0.078,43535.59322
2/24/2017 20:00,13.38,51.4,0.08,0.051,0.115,43242.71186
2/24/2017 20:20,13.51,53.44,0.079,0.04,0.133,44121.35593
2/24/2017 20:40,13.83,55.01,0.083,0.022,0.152,43675.9322
2/24/2017 21:00,13.67,56.41,0.081,0.055,0.111,43163.38983
2/24/2017 21:20,13.65,56.74,0.081,0.048,0.141,42516.61017
2/24/2017 21:40,13.56,56.64,0.084,0.048,0.145,41393.89831
2/24/2017 22:00,13.2,58.64,0.085,0.081,0.137,39758.64407
2/24/2017 22:20,12.37,60.98,0.086,0.059,0.126,37983.05085
2/24/2017 22:40,12.29,61.18,0.087,0.037,0.111,36591.86441
2/24/2017 23:00,12.32,60.88,0.087,0.066,0.137,35200.67797
2/24/2017 23:20,12.21,61.15,0.088,0.07,0.074,32912.54237
2/24/2017 23:40,11.92,61.98,0.089,0.044,0.082,31130.84746
2/25/2017 0:00,12.53,61.85,0.083,0.044,0.089,29526.10169
2/25/2017 0:20,12.25,60.01,0.087,0.048,0.074,27945.76271
2/25/2017 0:40,11.82,61.62,0.085,0.04,0.1,26810.84746
2/25/2017 1:00,11.45,63.48,0.087,0.059,0.13,25572.20339
2/25/2017 1:20,10.83,65.65,0.089,0.029,0.141,24327.45763
2/25/2017 1:40,11.39,64.59,0.089,0.044,0.119,23546.44068
2/25/2017 2:00,11.23,63.75,0.083,0.044,0.126,23357.28814
2/25/2017 2:20,11.18,63.32,0.082,0.055,0.126,22765.42373
2/25/2017 2:40,11.08,63.42,0.088,0.051,0.126,22320.0
2/25/2017 3:00,10.72,64.32,0.085,0.029,0.148,22112.54237
2/25/2017 3:20,10.01,67.29,0.086,0.029,0.111,21898.98305
2/25/2017 3:40,9.82,68.26,0.089,0.066,0.119,21831.86441
2/25/2017 4:00,9.19,71.1,0.085,0.044,0.182,21844.0678
2/25/2017 4:20,9.08,72.5,0.084,0.11,0.122,21813.55932
2/25/2017 4:40,8.52,74.4,0.085,0.066,0.134,21642.71186
2/25/2017 5:00,8.71,75.0,0.084,0.059,0.13,21886.77966
2/25/2017 5:20,8.11,77.6,0.09,0.07,0.1,22808.13559
2/25/2017 5:40,7.83,77.4,0.087,0.033,0.178,23326.77966
2/25/2017 6:00,8.09,77.4,0.079,0.059,0.1,23088.81356
2/25/2017 6:20,8.11,78.0,0.087,0.051,0.145,22222.37288
2/25/2017 6:40,7.83,77.3,0.085,0.048,0.145,20684.74576
2/25/2017 7:00,7.24,79.8,0.087,0.059,0.145,20294.23729
2/25/2017 7:20,6.829,81.1,0.088,0.051,0.215,20684.74576
2/25/2017 7:40,6.999,82.0,0.085,0.783,0.779,21209.49153
2/25/2017 8:00,7.83,79.6,0.085,5.402,5.07,22124.74576
2/25/2017 8:20,7.95,77.1,0.082,34.58,33.87,23595.25424
2/25/2017 8:40,8.35,74.2,0.088,133.2,135.5,24345.76271
2/25/2017 9:00,8.39,74.2,0.086,188.1,188.9,25596.61017
2/25/2017 9:20,8.49,74.7,0.087,257.3,172.6,27384.40678
2/25/2017 9:40,8.88,74.4,0.088,320.8,57.19,28568.13559
2/25/2017 10:00,10.16,71.5,0.086,381.9,36.25,30044.74576
2/25/2017 10:20,11.26,65.43,0.085,437.7,36.87,31362.71186
2/25/2017 10:40,12.22,62.16,0.088,492.9,39.03,32052.20339
2/25/2017 11:00,13.11,58.52,0.085,524.6,50.22,33193.22034
2/25/2017 11:20,14.04,58.06,0.083,581.5,52.25,33565.42373
2/25/2017 11:40,15.22,46.97,0.087,596.5,59.48,33791.18644
2/25/2017 12:00,15.92,43.2,0.087,641.2,53.94,33901.01695
2/25/2017 12:20,16.18,38.66,0.085,665.0,58.55,34261.01695
2/25/2017 12:40,16.48,38.63,0.087,650.6,71.8,34407.45763
2/25/2017 13:00,16.54,40.59,0.085,656.9,72.0,34242.71186
2/25/2017 13:20,16.61,39.62,0.085,666.8,69.85,34053.55932
2/25/2017 13:40,16.56,40.82,0.084,669.0,54.63,33699.66102
2/25/2017 14:00,16.88,36.62,0.085,642.8,55.76,33577.62712
2/25/2017 14:20,16.97,37.95,0.086,667.6,60.66,33321.35593
2/25/2017 14:40,17.08,38.52,0.086,627.6,74.9,32747.79661
2/25/2017 15:00,17.27,36.38,0.086,627.4,134.5,33113.89831
2/25/2017 15:20,17.15,35.45,0.086,570.5,102.4,33339.66102
2/25/2017 15:40,17.26,36.58,0.083,564.2,93.6,32125.42373
2/25/2017 16:00,17.12,35.18,0.082,457.6,166.5,31417.62712
2/25/2017 16:20,17.19,35.41,0.083,505.7,451.3,31490.84746
2/25/2017 16:40,16.84,37.18,0.082,375.7,397.8,31606.77966
2/25/2017 17:00,16.41,40.49,0.083,289.6,312.7,30673.22034
2/25/2017 17:20,16.11,39.65,0.083,269.9,302.5,30691.52542
